CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;NIVEL_FORMACION;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;NOMBRE_ESTADO_FICHA;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;DURACION_PROGRAMA;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;CODIGO_CONVENIO;NOMBRE_CONVENIO;APLIACION_COBERTURA;MODALIDAD_FORMACION;NUMERO_CURSOS;Sisben_Nivel_1__Aprend_Masc;Sisben_Nivel_1__Aprend_Fem;Sisben_Nivel_1__Aprend_NoBin;Sisben_Nivel_1__Total_Aprend;Sisben_Nivel_2__Aprend_Masc;Sisben_Nivel_2__Aprend_Fem;Sisben_Nivel_2__Aprend_NoBin;Sisben_Nivel_2__Total_Aprend;Sisben_Nivel_3__Aprend_Masc;Sisben_Nivel_3__Aprend_Fem;Sisben_Nivel_3__Aprend_NoBin;Sisben_Nivel_3__Total_Aprend;Sisben_Nivel_4__Aprend_Masc;Sisben_Nivel_4__Aprend_Fem;Sisben_Nivel_4__Aprend_NoBin;Sisben_Nivel_4__Total_Aprend;Sisben_Nivel_5__Aprend_Masc;Sisben_Nivel_5__Aprend_Fem;Sisben_Nivel_5__Aprend_NoBin;Sisben_Nivel_5__Total_Aprend;Sisben_Nivel_6__Aprend_Masc;Sisben_Nivel_6__Aprend_Fem;Sisben_Nivel_6__Aprend_NoBin;Sisben_Nivel_6__Total_Aprend;No_registra_nivel_Sisben__Aprend_Masc;No_registra_nivel_Sisben__Aprend_Fem;No_registra_nivel_Sisben__Aprend_NoBin;No_registra_nivel_Sisben__Total_Aprend;TOTAL_APRENDICES_MASCULINOS;TOTAL_APRENDICES_FEMENINOS;TOTAL_APRENDICES_NOBINARIO;TOTAL_APRENDICES;TOTAL_HORAS
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920709;12920709;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;256;EL TAMBO;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;0;27;14;13;0;27;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919252;12919252;En ejecucion;421149;1;PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS;2205;57;COLOMBIA;19;CAUCA;256;EL TAMBO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;0;27;14;13;0;27;56:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2926296;12926296;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;318;GUAPI;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;18;0;34;16;18;0;34;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919267;12919267;En ejecucion;421149;1;PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS;2205;57;COLOMBIA;19;CAUCA;392;LA SIERRA;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;16;0;25;9;16;0;25;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919345;12919345;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;2208;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;12;0;29;17;12;0;29;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919351;12919351;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;2256;57;COLOMBIA;19;CAUCA;142;CALOTO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;0;27;8;19;0;27;56:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2926274;12926274;En ejecucion;941106;1;MECANIZADO EN TORNO Y FRESADORA CONVENCIONAL;2208;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;0;29;20;9;0;29;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920666;12920666;En ejecucion;233102;1;INSTALACION DE REDES DE COMPUTADORES .;2208;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;0;28;17;11;0;28;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920894;12920894;En ejecucion;224315;1;MANTENIMIENTO DE AUTOMATISMOS INDUSTRIALES..;2352;57;COLOMBIA;19;CAUCA;256;EL TAMBO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;17;0;29;12;17;0;29;56:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919347;12919347;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;2208;57;COLOMBIA;19;CAUCA;807;TIMBIO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;9;0;26;17;9;0;26;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920732;12920732;En ejecucion;839317;1;MANTENIMIENTO Y ENSAMBLE DE EQUIPOS ELECTRONICOS.;2304;57;COLOMBIA;19;CAUCA;513;PADILLA;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7;0;26;19;7;0;26;136:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918883;12918883;En ejecucion;233109;1;TRATAMIENTO DE RIESGOS DE CIBERSEGURIDAD EN LA MICRO, PEQUEÑA Y MEDIANA EMPRESA (MIPYMES).;2208;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;28;0;40;12;28;0;40;72:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920671;12920671;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;2256;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;0;25;14;11;0;25;72:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919433;12919433;En ejecucion;137100;1;OPERACIONES LOGISTICAS EN CENTROS DE DISTRIBUCION;1824;57;COLOMBIA;19;CAUCA;212;CORINTO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;20;0;32;12;20;0;32;72:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919346;12919346;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;2208;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;20;0;32;12;20;0;32;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918882;12918882;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;21;0;28;7;21;0;28;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918886;12918886;En ejecucion;421149;1;PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS;2205;57;COLOMBIA;19;CAUCA;110;BUENOS AIRES;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;0;31;14;17;0;31;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920758;12920758;En ejecucion;832202;2;INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES;2208;57;COLOMBIA;19;CAUCA;573;PUERTO TEJADA;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;26;11;15;0;26;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920764;12920764;En ejecucion;233109;1;TRATAMIENTO DE RIESGOS DE CIBERSEGURIDAD EN LA MICRO, PEQUEÑA Y MEDIANA EMPRESA (MIPYMES).;2208;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;14;0;25;11;14;0;25;88:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919349;12919349;En ejecucion;233102;1;INSTALACION DE REDES DE COMPUTADORES .;2208;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10;0;32;22;10;0;32;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919269;12919269;En ejecucion;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;2112;57;COLOMBIA;19;CAUCA;473;MORALES;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11;0;30;19;11;0;30;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919465;12919465;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;2256;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;15;0;25;10;15;0;25;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919254;12919254;En ejecucion;421149;1;PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS;2205;57;COLOMBIA;19;CAUCA;300;GUACHENÉ;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;23;0;33;10;23;0;33;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918867;12918867;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;0;28;15;13;0;28;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919445;12919445;En ejecucion;137100;1;OPERACIONES LOGISTICAS EN CENTROS DE DISTRIBUCION;1824;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;29;0;29;56:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918866;12918866;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;110;BUENOS AIRES;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;23;0;36;13;23;0;36;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919250;12919250;En ejecucion;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;2112;57;COLOMBIA;19;CAUCA;212;CORINTO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;26;0;32;6;26;0;32;64:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919449;12919449;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;2256;57;COLOMBIA;19;CAUCA;824;TOTORO;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;0;25;12;13;0;25;72:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918876;12918876;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;0;25;13;12;0;25;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918880;12918880;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34;0;36;2;34;0;36;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2918885;12918885;En ejecucion;233109;1;TRATAMIENTO DE RIESGOS DE CIBERSEGURIDAD EN LA MICRO, PEQUEÑA Y MEDIANA EMPRESA (MIPYMES).;2208;57;COLOMBIA;19;CAUCA;780;SUÁREZ;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;0;28;17;11;0;28;88:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919259;12919259;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;2256;57;COLOMBIA;19;CAUCA;212;CORINTO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;24;0;26;2;24;0;26;88:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919335;12919335;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;2256;57;COLOMBIA;19;CAUCA;807;TIMBIO;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;18;0;33;15;18;0;33;88:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2919328;12919328;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;2256;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;32;32;0;0;32;88:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2920762;12920762;En ejecucion;233108;1;SISTEMAS TELEINFORMÁTICOS;2304;57;COLOMBIA;19;CAUCA;513;PADILLA;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;0;28;15;13;0;28;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2669739;12669739;En ejecucion;228118;1;ANALISIS Y DESARROLLO DE SOFTWARE.;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;0;17;11;6;0;17;222:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2613970;12613970;Terminada por fecha;233101;1;SISTEMAS.;2208;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;0;25;13;13;0;26;12:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2721672;12721672;En ejecucion;124100;1;DESARROLLO PUBLICITARIO;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;VIRTUAL;1;0;0;0;0;0;1;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;7;18;0;25;8;20;0;28;522:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2669865;12669865;En ejecucion;821222;4;ELECTRICIDAD INDUSTRIAL;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;0;23;20;4;0;24;399:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2874966;12874966;En ejecucion;832424;1;INSTALACION DE REDES INTERNAS DE TELECOMUNICACIONES;2205;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;17;16;1;0;17;239:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2821605;12821605;En ejecucion;842405;102;JOYERIA ARMADA;2208;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;9;7;5;0;12;408:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2923632;12923632;En ejecucion;525214;2;ACTIVIDAD FISICA;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;17;10;0;27;18;11;0;29;54:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2669822;12669822;Terminada por fecha;225208;1;DIBUJO ARQUITECTÓNICO;1945;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;0;;4;CURSOS FIC;N;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;0;18;11;7;0;18;10:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2821643;12821643;En ejecucion;225219;1;DIBUJO Y MODELADO ARQUITECTONICO Y DE INGENIERIA;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;4;CURSOS FIC;N;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;9;0;26;17;9;0;26;396:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2771304;12771304;En ejecucion;821222;4;ELECTRICIDAD INDUSTRIAL;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5;0;27;24;5;0;29;318:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2670006;12670006;Terminada por fecha;524500;3;PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR;2208;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;0;19;3;17;0;20;0:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TÉCNICO;2922957;12922957;En ejecucion;832102;1;ELECTRICISTA INDUSTRIAL;2208;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;0;;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;22;1;0;23;23;1;0;24;67:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2721313;12721313;En ejecucion;522309;1;DESARROLLO DE MEDIOS GRAFICOS VISUALES;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;VIRTUAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;13;19;0;32;14;19;0;33;224:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;TECNÓLOGO;2758288;12758288;En ejecucion;228118;1;ANALISIS Y DESARROLLO DE SOFTWARE.;3984;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;0;;;VIRTUAL;1;0;0;0;0;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;24;6;0;30;28;6;0;34;326:05:00
