CODIGO_REGIONAL;REGIONAL;CODIGO_CENTRO;CENTRO;FICHA_CARACTERIZACION;FECHA_INICIAL;FECHA_FINAL;ESTADO_FICHA;CODIGO_PROGRAMA;VERSION;PROGRAMA_FORMACION;NIVEL_DE_FORMACION;APRENDICES_MATRICULADOS;APRENDICES_CERTIFICADOS;APRENDICES_SIN_CERTIFICADOS;APRENDICES_SIN_JUICIO;APRENDICES_NO_APROBADOS;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_DE_COBERTURA(S/N);CODIGO_PROGRAMA_ESPECIAL;PROGRAMA_ESPECIAL
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2974523;2024-04-24 00:00:00.0;2024-05-21 00:00:00.0;En ejecucion;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;CURSO ESPECIAL;15;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2955320;2024-04-04 00:00:00.0;2024-04-20 00:00:00.0;Terminada;41311578;1;FORTALECIMIENTO DE LAS COMPETENCIAS BLANDAS PARA LA VIDA Y LA PRODUCTIVIDAD;CURSO ESPECIAL;24;24;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2939509;2024-03-09 00:00:00.0;2024-04-27 00:00:00.0;Terminada;51240080;1;INGLES BASICO - NIVEL 2;CURSO ESPECIAL;24;17;0;0;0;0;;;1013;PROGRAMA DE BILINGUISMO
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2971403;2024-04-19 00:00:00.0;2024-04-26 00:00:00.0;Terminada;52520051;1;PILATES CON BANDAS ELASTICAS;CURSO ESPECIAL;20;0;20;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2919161;2024-02-22 00:00:00.0;2024-03-01 00:00:00.0;Terminada;52441511;1;DECORACION EN GLOBOS;CURSO ESPECIAL;16;16;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2910660;2024-02-12 00:00:00.0;2024-03-02 00:00:00.0;Terminada;22810003;1;DETECCION DE VULNERABILIDADES EN EL AMBITO DE LA CIBERSEGURIDAD;CURSO ESPECIAL;17;17;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2909071;2024-02-14 00:00:00.0;2024-03-21 00:00:00.0;Terminada;51240078;1;INGLES BASICO - NIVEL 1;CURSO ESPECIAL;26;16;0;0;0;0;;;1013;PROGRAMA DE BILINGUISMO
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2936029;2024-03-11 00:00:00.0;2024-04-01 00:00:00.0;Cancelada;33110272;1;PRIMEROS AUXILIOS PSICOLOGICOS;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2941999;2024-03-13 00:00:00.0;2024-03-27 00:00:00.0;Terminada por fecha;52620003;1;ELABORACION DE ACCESORIOS TEJIDOS EN MOSTACILLAS;CURSO ESPECIAL;24;13;0;9;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2957780;2024-04-15 00:00:00.0;2024-05-27 00:00:00.0;En ejecucion;93510509;1;ELABORACION DE MUÑEQUERIA EN TELA;CURSO ESPECIAL;30;0;0;30;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2906973;2024-02-08 00:00:00.0;2024-04-04 00:00:00.0;Terminada;93510093;2;TRAZO, CORTE Y CONFECCIÓN DE CAMISA MASCULINA;CURSO ESPECIAL;26;17;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2940834;2024-03-26 00:00:00.0;2024-04-05 00:00:00.0;Terminada;93510032;1;PRINCIPIOS BÁSICO DE MAQUINARIA E INSUMOS DE CONFECCIÒN;CURSO ESPECIAL;23;22;1;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2965187;2024-04-15 00:00:00.0;2024-05-10 00:00:00.0;En ejecucion;22810744;3;MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL;CURSO ESPECIAL;80;0;0;80;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2965956;2024-04-17 00:00:00.0;2024-05-06 00:00:00.0;En ejecucion;41311571;1;PROMOVIENDO LOS DERECHOS CIVILES Y POLITICOS;CURSO ESPECIAL;23;0;0;23;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2948635;2024-03-18 00:00:00.0;2024-03-22 00:00:00.0;Terminada;52410071;1;MANEJO DE ESTAMPADOS SOBRE TELAS;CURSO ESPECIAL;21;12;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2957677;2024-04-12 00:00:00.0;2024-04-20 00:00:00.0;Terminada por fecha;93240137;1;TRATAMIENTO PRIMARIO DE RESIDUOS SOLIDOS;CURSO ESPECIAL;25;0;0;25;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2906809;2024-02-06 00:00:00.0;2024-03-04 00:00:00.0;Terminada;21730025;1;CONTROLES Y SEGURIDAD INFORMATICA;CURSO ESPECIAL;80;15;1;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2906712;2024-02-08 00:00:00.0;2024-03-07 00:00:00.0;Terminada;52660007;1;ELABORACION DE COMPLEMENTOS EN BISUTERIA CON TECNICA DE ENSARTADO;CURSO ESPECIAL;31;26;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2969296;2024-04-18 00:00:00.0;2024-04-26 00:00:00.0;Terminada por fecha;52460007;1;BOCETACION DE PRODUCTOS PARA EL SISTEMA MODA;CURSO ESPECIAL;20;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2955543;2024-04-03 00:00:00.0;2024-04-11 00:00:00.0;Terminada;33110210;1;MANEJO DE RESIDUOS GENERADOS DE LA ATENCION EN SALUD HUMANA;CURSO ESPECIAL;28;28;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
